esperanto,english,cefr_level,is_suspicious
"harpo agordiĝas al C-Bawawy, havas ĉiujn siajn pedalojn en la malsupre pozicio.",A harp tuned to C-sharp major has all its pedals in the bottom position .,B2,False
Amnunfaristoj ofte ofertas plurajn kuglobrutajn pezilojn kaj klasojn por donita pankarto.,Ammunition makers often offer several bullet weights and types for a given cartridge .,B2,False
Logiko estas la studo de argumentado kaj argumento.,Logic is the study of reasoning and argument .,B2,False
"La unuaj Reformoj estis establitaj en Eŭropo en 1500 , en la vekiĝo de la protestado .","The first Reformed Churches were established in Europe in the 1500s , in the wake of the Protestant Reformation .",B2,False
La brita Svereno funkcias kiel la Suvereno de la regiono.,The British Sovereign serves as the Sovereign of the Order .,B2,False
"La evoluo-historio de skorpioj reiras al la Siilurian , 430 milionojn antaŭ jaroj .","The evolutionary history of scorpions goes back to the Silurian , 430 million years ago .",B2,False
"Tamen, ĉar konvencioj ne estas tekste bazitaj , ilia ekzisto kaj praktiko estas alireblaj por debato .","However , because conventions are not textually based , their existence and practice are open to debate .",B2,False
"Finfine la uzo de nenus estis konsiderata akceptebla nur kiam la du aliaj, pli altaj kategorioj de konstruadoj ne prezentis solvon .","In the end the use of neusis was deemed acceptable only when the two other , higher categories of constructions did not offer a solution .",B2,False
"Kaj ŝi konvinkis sian edzon doni al ŝi sanktan stangon de la morusarboj, kie ŝi povis enkarnigi la vermojn, kiuj faris tiujn kokonojn.","She persuaded her husband to give her a grove of mulberry trees , where she could domesticate the worms that made these cocoons .",B2,False
genetika konsilisto estas fakulo pri ĉefminico de scienco pri genetika konsilo.,A genetic counselor is an expert with a Master of Science degree in genetic counseling .,B2,False
La oficiala kategorio ekzistas ekde 1961 kaj ekde tiam dek ses jaroj.,The On-ice official category has been in existence since 1961 and since then sixteen have been inducted .,B2,False
"Gunfaroj povas esti konfuzitaj per aliaj bruoj, kiuj povas soni simile al la fajroverikaj eksplodoj kaj aŭtoj refinitaj.","Gunfire can be confused with other noises that can sound similar , such as firework explosions and cars backfiring .",B2,False
Yuukeloj estas vaste pli altaj ol kvikaj plantoj en ĝardenoj.,Yuccas are widely grown as ornamental plants in gardens .,B2,False
La Palma branĉo estis simbolo de triumfo kaj venko en la antaŭkrista tempo.,The palm branch was a symbol of triumph and victory in pre-Christian times .,B2,False
"Estas pluraj materialoj uzataj en segiloj, kun ĉiu el siaj propraj indikoj .","There are several materials used in saws , with each of its own specifications .",B2,False
Kelkaj specioj de stelofiŝo povas regeneriĝi en la brakoj .,Some species of starfish can regenerate lost arms .,B2,False
Multe da urbo situas sur malalta distanco de montetoj paralelaj al la marbordo.,Much of the city is located on a low range of hills running parallel to the coast .,B2,False
"Bone - konata ekzemplo pri manko de neompetento, eblas vidi en homoj dum mezviva krizo.","A well - known example of failing overcompensation , can be seen in people going through a mid life crisis .",B2,False
"Instututoj kaj urbetoj povas enhavi fajrolaborojn kaj kromaĵojn , kaj same oni faras pli malgrandan skalon en ĝardenoj tra la lando .","Institutions and towns may hold firework displays and bonfire parties , and the same is done on a smaller scale in back gardens throughout the country .",B2,False
Pavimoj kaj rilataj produktoj estis historiaj merkatoj kiel maniero por ŝpari artefaritajn kostojn kaj fari pli uzeblan kaj agrablan .,Pavement lights and related products were historically marketed as a way of saving on artificial lighting costs and making space more usable and pleasant .,B2,False
"Komence la homoj kredis, ke iam en la 7a aŭ 8-a jarcento la urbo estis maldungita kaj bruligita de invadintoj.","At first , people believed that sometime in the 7th or 8th century , the city was sacked and burned by invaders .",B2,False
La ŝtata agentejo funkcias per jara proproracio de proksimume ses milionoj da dolaroj kaj proksimume 100 dungitoj.,The state agency operates with an annual appropriation of approximately six million dollars and approximately 100 employees .,B2,False
"Se kvaronoj ne estas kiel la konstruo de la defendo estas uzita, ili povas uzi aŭdeblan tajlon.","If quarterbacks do n't like the formation the defense is using , they may use an audible .",B2,False
"La kestoj estas plataj, sed kun pecoj levitaj por halti aĵojn for de ili .","Trays are flat , but with raised edges to stop things from sliding off them .",B2,False
"Plataj kamionoj havas tute platan, nivelon de platformo.","Flatbed trucks have an entirely flat , level platform body .",B2,False
"Boomengoj fojfoje kuntiĝas, ofte en la Koblamenta elemento.","Boomerang coasters have occasionally stalled , often in the Cobra Roll element .",B2,False
Multaj el liaj ekzemploj estas bazitaj sur la kvadrato de la kubo- leĝo .,Many of his examples are based on the square- cube law .,B2,False
En la tempoj de antikvaj Grekio kaj Romo ofte estis uzataj kiel ili estas hodiaŭ.,"In the times of ancient Greece and Rome , handkerchiefs were often used the way they are today .",B2,False
Modernaj instrumentoj klasifikitaj kiel cimoj ofte estas valvoj .,Modern instruments classified as bugles are often valved .,B2,False
"La tria akto estas dominata de la mariona spektaklo, ludo ene de la teatraĵo.","The third act is dominated by the puppet show , a play within the play .",B2,False
"Dentempuloj nun estas ĉefe uzataj por produkti bredan stokon, viandon kaj lanon.","Zwartbles are now mainly used to produce breeding stock , meat and wool .",B2,False
"Enkorpigitaj sistemoj ofte troviĝas en maŝinoj kiuj estas atenditaj senĉese dum jaroj sen eraroj, kaj en kelkaj okazoj rekuŝas sin mem, se eraro okazas .","Embedded systems often reside in machines that are expected to run continuously for years without errors , and in some cases recover by themselves if an error occurs .",B2,False
Kameleonoj havas la plej karakterizajn okulojn de iu ajn kopiatopaĵo.,Chameleons have the most distinctive eyes of any reptile .,B2,False
Ekzistas diversaj metodoj uzataj por trakti fobiojn.,There are various methods used to treat phobias .,B2,False
La vitamino estas la plej granda kaj plej struktura vitamino .,The vitamin is the largest and most structurally complicated vitamin .,B2,False
"En la lastaj jaroj, pro bruo de poluado, pli kaj pli rapida rapido fariĝas pli malfacila.","In recent years , due to noise pollution , increasing speed is getting harder .",B2,False
"Ĉe la influo de la celo, malfrua ago estas lanĉita.","On impact with the target , a delayed action fuze is triggered .",B2,False
Realisma spaco provas kopii la konduton de vazo sub la leĝoj de fiziko.,Realistic space try to copy the behavior of a vessel under the laws of physics .,B2,False
"Rezervidaj elementoj estas kodoj kiuj , dum ne ISO 3166 - kodoj, estas uzataj por kelkaj aplikaĵoj kune kun la ISO 3166 kodoj.","Reserved code elements are codes which , while not ISO 3166 - 1 codes , are in use for some applications in conjunction with the ISO 3166 codes .",B2,False
"Dependas de la kulturo , familio kaj sociaj strukturoj, same kiel seksoj estis trovitaj por evoluigi inter 3 kaj 9 jaroj .","Depending on the culture , and family and social structures , same - sex preferences have been found to develop between 3 and 9 years old .",B2,False
"Farita de la baskula , ĝi mezuras 2.3 metrojn de 0. 92 metrojn kaj estas 20 centimetrojn dika.","Made of basalt , it measures 2.43 metres by 0.92 metres and is 20 centimetres thick .",B2,False
"Ekde la evoluo de teknologio, Transsendo kaj konservila sistemo estis de grandegaj interesoj al teknikistoj kaj teknikoj .","Since the development of technology , Transmission and storage systems have been of immense interest to technologists and technology users .",B2,False
Grooves estas uzata por pluraj celoj en ŝranko kaj aliaj lignaj kampoj.,Grooves are used for several purposes in cabinet making and other woodworking fields .,B2,False
La marmora stango estas trovita el sudorienta Eŭropo al Rusio kaj Ĉinio.,The marbled polecat is found from southeast Europe to Russia and China .,B2,False
En finaĵo de sia misiona teorio pri arouse proponis difinojn por acidoj kaj bazoj en 1884 .,"In an extension of his ionic theory Arrhenius proposed definitions for acids and bases , in 1884 .",B2,False
"biciklinto devas porti la konkuristojn, kiam ili konkurencas en la sama disciplino, kategorio kaj apartaĵo, ke li estas ĉampiono por la mondo.","A cyclist must wear the jersey when competing in the same discipline , category and speciality that he is world champion for .",B2,False
La sxildo mem konsistas el multaj komponantoj.,The shield itself consists of many components .,B2,False
La vira koloro de la mantelo de brakoj estas montri al brila estonteco por la insuloj.,The vibrant colors of the coat of arms are to point to a bright future for the islands .,B2,False
"Skatonta igas predon de bestoj pli videblaj, kaj uzas tempon kaj energion, kiu povus esti elspezata de la predanto.","Stotting makes a prey animal more visible , and uses up time and energy that could be spent on escaping from the predator .",B2,False
"Heather estas grava nutraĵofonto por diversaj sxafoj kaj cervoj, kiuj povas ligi la konsilojn de la plantoj, kiam la neĝo kovras la malaltajn legomojn.",Heather is an important food source for various sheep and deer which can graze the tips of the plants when snow covers low growing vegetation .,B2,False
"Ŝajnas, ke eventoj pruvas la antaŭsignojn.",Events seemed to prove the omens right .,B2,False
"Multaj Interret-uzantoj estis trompitaj rigardi la ejon iam aŭ alian, ĝi fariĝis io de interretamelo .","Many Internet users have been tricked into looking at the site at one time or another , it has become something of an Internet meme .",B2,False
"Basil suferas pro pluraj plantosaj malsanoj, kiuj povas ruinigi la rikolton kaj redukti la gajnon.",Basil suffers from several plant diseases that can ruin the crop and reduce yield .,B2,False
"Alizaj konsilantaroj veturas per volontulaj konsilantaroj, kiuj estas elektitaj por servi dum kvar jaroj kaj ne estas pagataj .",Parish councils are run by volunteer councilors who are elected to serve for four years and are not paid .,B2,False
"Prorealaj rezultoj estas la balotiloj de individuo, kiuj iras - en voĉdonaj centroj .",Provisional results are the ballot counts for individual walk - in voting centers .,B2,False
La kresko kaj evoluo de la Edmonara biota ankaŭ gravas.,The growth and development of the Ediacara biota is also important .,B2,False
Neniu mencio pri ili troviĝis en modernaj kontoj aŭ bildoj de la tempo .,No mention of them has been found in contemporary accounts or pictures of the time .,B2,False
"Ĉi tiuj pistoloj postulas la kontraŭleĝajn brakojn merkatojn en Barato, ĉar ili estas facile kaj malpli kostaj.",Chinese pistols are in demand in the illegal small arms market in India because they are easy to get and cheaper .,B2,False
Oni konsideris seninfanajn en la 1950-aj jaroj .,Being childless was considered unusual in the 1950s .,B2,False
"En Kanado, grafikaĵoj estas donataj de esplorisaj aŭtoritatoj.","In Canada , charters are granted by provincial authorities .",B2,False
"Multaj markoj da preta tranĉo de pano estas disponeblaj, iuj aparte de la merkato por rosti .","Many brands of ready sliced bread are available , some of which specifically market their suitability for toasting .",B2,False
Nombro da kestoj kuŝas enigitaj en ĉi tiu regiono.,A number of craters lie embedded within this range .,B2,False
"Dependas je la grandeco de la motoradado kaj kiu portas ĝin, la vojo povas esti tute blokata de la ĝenerala publiko.","Depending on the size of the motorcade and who it is carrying , routes may be completely blockaded from the general public .",B2,False
"Por juĝi, ĉu lingvo fakte estas en danĝero, la nombro de parolantoj estas malpli grava ol la distribuo inter aĝoj.","In order to judge if a language is actually endangered , the number of speakers is less important than the distribution among age cohorts .",B2,False
"La manko de haroj povas kaŭzi sanproblemojn kun katidoj en la unuaj semajnoj de la vivo, ĉar ili povas malsaniĝi kun spiradoj de infektoj.",The lack of hair can cause health issues with kittens in the first weeks of life because they can get sick with respiratory infections .,B2,False
"91 etopes specio , plej multaj el kiuj estas denaskaj en Afriko, okazas en ĉirkaŭ 30 genea .","The 91 antelope species , most of which are native to Africa , occur in about 30 genera .",B2,False
Kontraste al Usono landoj trudis konsiderindajn impostojn al brulaĵoj kiel benzino.,"Unlike the US , countries in Europe impose substantial taxes on fuels such as gasoline .",B2,False
En 2004 akuzoj estis metitaj kontraŭ sep viroj vivantaj en Pitkarnujo kaj ses vivantaj eksterlande.,"In 2004 , charges were laid against seven men living on Pitcairn and six living abroad .",B2,False
Kupikastoj estas multe pli malfacilaj ol cirusaj plantoj kiel oranĝoj.,Kumquats are much hardier than citrus plants such as oranges .,B2,False
"SCRoj estas plejparte uzataj en aparatoj por la regado de alta potenco , eble kun alta tensio.","SCRs are mainly used in devices for the control of high power , perhaps with high voltage .",B2,False
La plej frua dramero en okcidenta literaturo kun divivaj verkoj estas la malnovaj grekoj.,The earliest playwright in Western literature with surviving works are the Ancient Greeks .,B2,False
"Kiam ludistoj renkontas malamikojn en aŭ skriptaj eventoj aŭ hazardaj renkontiĝoj, ili eniras en batalmoduson.","When players encounter enemies in either scripted events or random encounters , they enter a battle mode .",B2,False
La listo estas ordigita per okupado kaj per nacieco.,The list is sorted by occupation and by nationality .,B2,False
Flamaĵoj kalkulis la sunajn eklipson de 1666 kaj 168 86 .,Flamsteed calculated the solar eclipses of 1666 and 1668 .,B2,False
"La tuta resumo estas dividita en 35 distriktojn, kutime reprezentanta specifan areon.","The entire synod is divided into 35 districts , usually representing a specific geographic area .",B2,False
La plej maljunakhachkars en la tombejo iras reen al la malfrua jarcento.,The oldest khachkars in the cemetery go back to the late 10th century .,B2,False
"Birdoj kaj bestoj de ĉiuspecaj komencis riĉigi sian ĝardenon, kie oni permesis al ili libere vagadi inter la tero.","Birds and animals of all sorts began to enrich her garden , where they were allowed to roam free among the grounds .",B2,False
Tiuj ses esceptoj estas kaj la verboj formas el ili uzante prefiksojn .,These six exceptions are and the verbs formed out of them using prefixes .,B2,False
"s el 2019, Manikoj flugas al pli ol 150 cellokoj en pli ol 175 landoj kaj funkcias pli ol 14500 flugoj.","s of 2019 , SkyTeam flies to more than 1,150 destinations in more than 175 countries and operates more than 14,500 daily flights .",B2,False
La golfo ricevas la rapidegon de la akvotritaĵoj de 12 riveroj.,The gulf receives the runoff from the watersheds of 12 rivers .,B2,False
"La evento estis vidita unue en la mezepoko, kiam ili ĵetus polbulojn ĉe siaj malamikoj.","The shot put event was first seen in the Middle Ages , when they would throw cannonballs at their enemies .",B2,False
Multaj marksignoj de la serio estas ricevitaj trajtoj bazita sur la respektiva elemento.,Many of the recurring characters of the series have received traits based on the respective element .,B2,False
"Mapoj estas vaste konataj kiel rolo aktoro , kiu iam ludas timigajn aŭ mallumecajn signojn.","Mapother has become widely known as a character actor , who sometimes plays scary or otherwise dark characters .",B2,False
La teorio de ilia uzo en seksa ekrano estis la unua proponita de Dviŝli en 1961 kaj gajnis pli da akcepto ekde .,The theory of their use in sexual display was first proposed by Davitashvili in 1961 and has gained increasing acceptance since .,B2,False
Newam komencis perdi sian vidkapablon en la jaro 1865.,Newsam started to lose his eyesight in the year 1857 .,B2,False
"En sia kutima habitaro, mentonoj vivas aŭ en Roilias , aŭ en cresplicoj de rokoj .","In their usual habitat , chinchillas live either in burrows , or in crevices of rocks .",B2,False
Plimalvalidigo de latinidaj lingvoj okazas en la lastaj tri linioj de la kanto .,A faux mixing of Romance languages occurs in the last three lines of the song .,B2,False
La nomo de la ligo estas forlasita al ĝenerala sponsoro kaj ŝanĝas ofte.,The name of the league is leased to a general sponsor and changes frequently .,B2,False
"La lud-loko komenciĝis sur PCs , kie ĝi restas elstara.","The indie game scene started on PCs , where it remains prominent .",B2,False
"Korkado kondukis 1 - 9 ĝis 1 - 6 je duona horo, sed plu maltrafis la ŝancon.","Cork led 1 - 9 to 1 - 6 at half -time , but went on to rue missed chances .",B2,False
"Blankaj semoj estas malmolaj kaj rondaj, kutime ĉirkaŭ 1 1. 1 ĝis 1400 steksoj, kun kolora formo deige aŭ flavaj al bruna .","White mustard seeds are hard and round , usually around 1 to 1.5 millimetres , with a color forming from beige or yellow to light brown .",B2,False
La semajnoj de la familio komencis suferi pro serio de familiaj tragedioj preskaŭ unufoje post la kompletigo de la domo.,The Weeks family began to suffer from a series of family tragedies almost at once after the completion of the house .,B2,False
"Mastiko estas uzata en manĝaĵo, medicino kaj industrio.","Mastic is used in food , medicine , and industry .",B2,False
"Akustikaj akustikaj, nasalkoj havas energion ĉirkaŭ 200 kaj 2000 Hz.","Acoustically , nasals have bands of energy at around 200 and 2,000 Hz .",B2,False
La investantoj iĝis la broca punkto de la kresko de kelkaj plej fruaj internaciaj kompanioj.,The stockyards became the focal point of the rise of some of the earliest international companies .,B2,False
"La militaj ornamaĵoj, la servo-premion, kaj la medaloj ofte konfuzas unu la alian.","Military decorations , service awards , and medals are often mistakenly confused with one another .",B2,False
"Finfine, la kderajlo malvarmiĝis, permesu pluvon kaj neĝon akumultajn kaj formi lagon .","Eventually , the caldera cooled , allowing rain and snow to accumulate and form a lake .",B2,False
La suiduloj enhavas dek sep ordonojn .,The rosids consist of 17 orders .,B2,False
Ternastoj bredas bruojn en dupunktoj kaj metas siajn ovojn sur nudan teron kun malgrandaj aŭ sen nestoj.,Terns breed in noisy colonies and lay their eggs on bare ground with little or no nest material .,B2,False
Komuna uzo de prutfotilo estas kapti la movadon de sunlumo dum longa periodo .,A common use of a pinhole camera is to capture the movement of sunlight over a long period of time .,B2,False
Ĉiuj trajnoj haltas ĉe ĉiu stacio laŭ la vojo kaj kuras laŭ la tuta longeco de ilia fino ĝis la fino.,All trains stop at every station along their route and run the entire length of their line from end to end .,B2,False
La signifo kaj intenco kelkfoje estas spegulo en malsamaj terminoj.,The meaning and intent are sometimes mirrored in different terms .,B2,False
"Akcicio ofenda estas operacio, kiu kutime estas pli malgranda aŭ pli limigita.",A tactical offensive is an operation that is usually smaller or more limited .,B2,False
"Interĉaj konkursoj estis gardataj en minimumo , kun superfluoj de ĉiuj markoj konkurantaj kune nur ĉe pagas specialajn okazojn.","Interbrand competition was kept at a minimum , with superstars from all brands competing together only at pay-per-view events .",B2,False
"Krom doni donacojn al grandaj edukaj institucioj tra Barato, li prezentis multajn edukajn reformojn dum sia regxado.","Apart from giving donations to major educational institutions throughout India , he introduced many educational reforms during his reign .",B2,False
Python estas bona programlingvo por komencantoj.,Python is a good programming language for beginners .,B2,False
La direkto kaj la daŭro de la frabela daŭro montras la direkton kaj distancon al la floroj.,The direction and duration of waggle runs show the direction and distance to flowers .,B2,False
"Ŝajnas, ke la normigo de la skripto estos ege influita de la bezono uzi ĝin per komputiloj .",It seems likely that the standardization of the script will be greatly influenced by the need to typeset it on computers .,B2,False
Ĉiuj organismoj studis multajn RN-ojn de multaj malsamaj specoj.,All organisms studied contain many RNases of many different sorts .,B2,False
"En 1551 estis 15 asteroidoj, sed ĉiuj unu kun sia propra simbolo .","By 1851 , there were 15 asteroids , all but one with their own symbol .",B2,False
La substantivoj kaj adjektivoj estas kreitaj per forigo de la fino kaj tiel havi la radikon .,The nouns and adjectives are created by removing the ending and thus obtaining the root .,B2,False
Ĉe rekta baluo estis nenia certeco sur la maniero de glano.,At straight rail 's inception there was no restriction on the manner of scoring .,B2,False
La frekvenco elektita por mezuraĵoj povas esti en la videbla spektro apud verda .,The frequency chosen for measuring candelas is in the visible spectrum near green .,B2,False
Kvinjara akvo estas tre scena.,Derwentwater is very scenic .,B2,False
Drakoj en poste japana folkloro estis influataj de ĉinaj kaj indianaj mikredoj.,Dragons in later Japanese folklore were influenced by Chinese and Indian myths .,B2,False
"Li ankaŭ konvinkis sian aŭtoritaton aĉeti novan ekipaĵon, ĉar li volis modernajn ilojn, efikan potencon.","He also persuaded his authority to buy new equipment because he wanted a modern , efficient police force .",B2,False
"Komence, ĉi tiu stato de aferoj povas ŝajni kontraŭsentine.","At first , this state of affairs might seem to be counter-intuitive .",B2,False
Ekde 2006 la duopo ofte estis vidita sur diversaj spektakloj kaj persekutis individuajn karieron.,"Since 2006 , the duo has been seen frequently on variety shows and pursued individual careers .",B2,False
"La origino de la stangulo estas nekonata, ĉar ĝi estis uzata tiel frue kiel la ŝtono Bosge.","The origin of the wedge is unknown , because it has been in use as early as the Stone Age .",B2,False
"En plej multaj partoj de la mondo, uzu - jevenejo estis la plej ofta maniero atingi interreton en la fina jarcento.","In most parts of the world , dial - up service was the most common way of connecting to the internet in the late 20th century .",B2,False
La sekvaj tabeloj resumis la uzadon de ĉiuj retumiloj por la indikitaj monatoj.,The following tables summarize the usage share of all browsers for the indicated months .,B2,False
La kvanto de la ekpacenato povas esti mezurita aŭ en aro da maso aŭ maso.,The amount of propellant can be measured either in units of mass or weight .,B2,False
En la noktaj horoj post la deminiĝo la ŝtormo estis desceksita kaj abstrakta centro de la cirkulado .,"In the overnight hours after formation , the storm was disorganized with a shabby and abstracted center of circulation .",B2,False
Ĝia nomo estis anoncita kiel Thrym en la jaro 8177.,Its name was announced as Thrym in IAU Circular 8177 .,B2,False
Modernaj fiŝkaptaj marferoj estas fasonitaj por helpi multajn distancojn kaj precizecojn.,Modern fishing reels are designed to help in casting for distance and accuracy .,B2,False
Ĉinio eble estis uzita en la 10-a jarcento.,China may have used inoculation in the 10th century .,B2,False
"Kiam oni bezonas urbon, kiu malaperis, la pozicio pasis en lokan folkloron.","When the need for a town crier disappeared , the position passed into local folklore .",B2,False
Larra vivis sufiĉe longe por pruvi grandan prozon-verkadon dum la 19-a jarcento.,Larra lived long enough to prove himself a great prose-writer during the 19th century .,B2,False
"En 1934 ŝi estis trovita vivanta en malriĉeco, kaj pensiiĝo estis establita por ŝi .","In 1934 she was found living in poverty , and a retirement fund was established for her .",B2,False
"Ne ĉiuj sciencistoj estas konvinkitaj, ke la videblaj subskriboj estas kaŭzitaj de stosistemo.",Not all scientists are convinced that the observed signatures are caused by a ring system .,B2,False
La artoj kutime konsideratas kiel parto de homsciencoj.,The arts are usually considered as part of the humanities .,B2,False
La termino ricevas sian nomon el sia uzo en la parlamenta sistemo de la registaro.,The term gets its name from its use in the parliamentary system of government .,B2,False
La klasika Periodo ankaŭ vidis pliigon en la uzado de statuoj kaj skulptaĵoj kiel ornamaĵoj de konstruaĵoj.,The Classical Period also saw an increase in the use of statues and sculptures as decorations of buildings .,B2,False
"Krimuloj kelkfoje estas uzataj kiel herbo, kun forta gusto de burĝono.","Cicely leaves are sometimes used as a herb , with a strong taste of anise .",B2,False
La plej frua homfaritaj sterko estis pajlo kaj koto estis kombinitaj por fari brikojn por konstrui konstruadon.,The earliest man-made composite materials were straw and mud combined to form bricks for building construction .,B2,False
Kelkaj amikoj konas unu la alian per interŝanĝoj de donacoj kaj kartoj en ĉi tiu tago.,Some friends acknowledge each other with exchanges of gifts and cards on this day .,B2,False
"En aprilo 1, 2016, la kazo estis aŭdata de la kortumoj .","On April 1 , 2016 the case was heard by the court of appeals .",B2,False
"Post pluraj jardekoj da prospero, ĝi eniris periodon de agita politika, milita kaj ekonomia malkresko.","After several decades of prosperity , it entered a period of protracted political , military and economic decline .",B2,False
"radaro, uzata por mezuri la rapidon de aŭtoj aŭ globojn en sporto, kutime estas tekultata per tunketaj forkoj.","A radar gun , used to measure the speed of cars or balls in sports , is usually calibrated with tuning forks .",B2,False
Oni kutime enlandaj bestoj ne intencas bredadon.,Castration is commonly performed on domestic animals not intended for breeding .,B2,False
"Ĉiu jaro, du kondutoj estis elektitaj kune, por servi dum unu jaro .","Each year , two consuls were elected together , to serve for a one - year term .",B2,False
"Pilko dancanta figuro, kiu dum la lasta paŝo moviĝas piede, pli ol proksime al ĝi.","A ballroom dance figure in which during the last step the moving foot passes the support foot , rather than closes to it .",B2,False
"En iuj kulturoj, mamoj ludas rolon en homa seksa aktiveco.","In some cultures , breasts play a role in human sexual activity .",B2,False
"En la tago de ŝia morto oni raportis, ke ŝi tenas la manon kun sia ĝemela frato dum ŝi iris al sia morto.",On the day of her death she was reported to have held hands with her twin brother as she walked to her death .,B2,False
Ekde la 23a de januaro 2010 la morto de la inundoj kreskis al 68 kun 26 aliaj ankoraŭ mankas.,"As of January 23 , 2010 the death toll from the floods has risen to 68 with 26 others still missing .",B2,False
"Granda parto de lia kariero, li devis okupiĝi pri helpo de dio en medio de la kontraŭretika doktrino de komunismo.","Great part of his career , he had to deal with defending worshipping god in an environment of the anti-religious doctrine of communism .",B2,False
Milionoj da homoj estis en linioj pli ol tri - tage balotaj periodoj.,Millions of people were in lines over a three - day voting period .,B2,False
Estas multaj daŭraj demandoj pri diversaj aspektoj de fotografio.,There are many ongoing questions about different aspects of photography .,B2,False
Ekde tiam ŝi laboris kiel kuracisto en natura medicino kaj faris vivantan viziton kaj fleganton.,"By this time , she functioned as a doctor in natural medicine , and made a living visiting and nursing people .",B2,False
"La insulo havis ekonomion de nur unu kampo ĝis 1966, bazitan sur la kultivado kaj traktado de Nov-Zelando por ŝnuro kaj ĉeno.","The island had an economy of only one crop until 1966 , based on the cultivation and processing of New Zealand flax for rope and string .",B2,False
"Je la unua plano la filmo havus la 300 m longon je 10 minutoj, 15 mil desegnoj sur la 18 x24 cm da ĉeĉelo .","By first plan , the movie would has the 300 m length on 10 minutes , 15 thousand drawings on the 18 x24 cm size of cellophane .",B2,False
La Urso estis konsiderata kiel sankta besto.,The Bear was considered a holy animal .,B2,False
"Dum la sekvantaj jaroj, granda nombro da gravaj publikaj kaj privataj konstruaĵoj estis konstruita .","During the following years , a large number of important public and private buildings were erected .",B2,False
Skeeddi kaj ĉirkaŭirita en la ĉirkaŭaĵo estas loĝata ekde la antikva tempo.,Szeged and surrounding area has been inhabited since ancient time .,B2,False
Drmming estas la centra elemento de pungul .,Drumming is the central element of pungmul .,B2,False
Fajromandmandroj troviĝas en la plej granda parto de suda kaj centra Eŭropo.,Fire salamanders are found in most of southern and central Europe .,B2,False
"Proponantoj kredas, ke la regiono iom rilatas al la historia sprinco de Barcelono, kvankam ĝia tempo estas konsiderinde malsama.","Proponents believe the area somewhat corresponds to the historic County of Barcelona , although its extent is considerably different .",B2,False
La danco inkluzivas la ludon de la ABC montras la saman nomon .,The dances included in the game are taken from the ABC TV show of the same name .,B2,False
Ekzistas pli komplikaj algebroj por la ĝenerala ekvacio kaj 4a ekvacio .,There exist more complicated algebraic solutions for the general cubic equation and quartic equation .,B2,False
"Estas diskuto, ĉu la varmega mantelo estas kaŭzita de profunda mantelo aŭ en malprofunda profundo.",There is discussion whether the hotspot is caused by a deep mantle plume or at a shallower depth .,B2,False
"Por la plimulto de siaj 512 miliardoj da homoj - la jaro 3a, Sovaĝa 2 verŝajne havis pli malproksiman kaj rondan orbiton.","For most of its 4.5 billion - year lifetime , Wild 2 probably had a more distant and circular orbit .",B2,False
Laŭ legendo unu tagon du ĉasistoj persekutis sovaĝan apron.,"According to legend , one day two hunters were chasing a wild boar .",B2,False
La plimulto de tiuj starpunktoj povas esti uzataj por aŭ por vagino aŭ seksa sekso.,Most of these positions can be used for either vaginal or anal sex .,B2,False
Homoia povas ankaŭ esti kaŭzita de fizika traŭmo aŭ malsano.,Mania can also be caused by physical trauma or illness .,B2,False
Kalcio tre gravas por la homa korpo.,Calcium is very important for the human body .,B2,False
La franca TechT celas provizi fortan identan identecon al la francaj startoj kaj ankaŭ por antaŭenigi entreprenistojn inter ili.,The French Tech aims to provide a strong common visual identity to French startups as well as to promote entrepreneurial exchanges between them .,B2,False
"Ŝi venis, kutime, kiam la plantoj havas rapidan kreskon.",Camellia plants usually have a rapid growth rate .,B2,False
"Ondo de alteco en la skalo estas por kondiĉoj en la malfermita oceano, ne laŭ la bordo .","Wave heights in the scale are for conditions in the open ocean , not along the shore .",B2,False
"Uzante kydralikaj koordinatojn, la laŭtecon de dekstra cirklo povas esti kalkulata de integriĝo.","Using cylindrical coordinates , the volume of a right circular cylinder can be calculated by integration over",C,False
"Bipikoj estas pezaj kremoj, kiuj estas tradiciaj, pretigitaj per marfiŝoj, sed povas esti faritaj kun iaj marskioj aŭ aliaj bazoj.","Bisques are heavy cream soups traditionally prepared with shellfish , but can be made with any type of seafood or other base ingredients .",C,False
Avera ekzemplo estas la plurbaze de solvoj de algebro.,A related example is the multiset of solutions of an algebraic equation .,C,False
Federaciistoj No. 10 ĝenerale estas konsiderata kiel la plej gravaj artikoloj de la 85 el filozofia vidpunkto.,Federalist No. 10 is generally regarded as the most important of the 85 articles from a philosophical perspective .,C,False
"Commodus ankaŭ havis pasion pro ĝoja batalo, kiun li prenis ĝis nun por preni la tonaon mem, vestita kiel seuttor.","Commodus also had a passion for gladiatorial combat , which he took so far as to take to the arena himself , dressed as a secutor .",C,False
La centra tekniko de la Sokratika metodo nomiĝas uenchus .,The central technique of the Socratic method is called an elenchus .,C,False
"Kiam parto de monaĥejo, la ĉapitro estas ĝenerale lokita ĉe la orienta subo de la topoto , kiu estas apud la preĝejo.","When part of a monastery , the chapter house is generally located on the eastern wing of the cloister , which is next to the church .",C,False
"La tipaj elementoj de ĉapoj estas humuro, aventuro, aŭ nekutimaĵo aŭ aŭdado.","The typical elements of caper stories are humor , adventure , or unusual cleverness or audacity .",C,False
